iter,Loss,L1,mask,SSIM,LPIPS
72,"tensor([0.0633], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0303, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1197, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8382, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1888], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
73,"tensor([0.0603], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1027, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8520, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1631], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
74,"tensor([0.0603], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0226, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0916, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8817, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1454], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
75,"tensor([0.0548], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0192, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0956, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8918, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1328], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
76,"tensor([0.0573], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0240, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1157, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8660, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1742], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
77,"tensor([0.0590], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0273, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1035, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8532, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1826], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
78,"tensor([0.0559], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0254, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0854, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8684, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1581], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
79,"tensor([0.0569], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0219, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1035, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8782, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1601], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
80,"tensor([0.0546], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0230, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0718, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8908, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1394], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
81,"tensor([0.0610], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0272, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0888, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8581, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1611], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
82,"tensor([0.0600], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1084, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8373, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1812], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
83,"tensor([0.0545], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0191, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0956, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8928, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1412], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
84,"tensor([0.0576], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0241, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1172, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8641, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1796], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
85,"tensor([0.0567], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0241, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0956, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8644, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1585], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
86,"tensor([0.0570], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0229, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1062, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8718, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1542], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
87,"tensor([0.0564], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0228, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1030, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8756, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1599], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
88,"tensor([0.0612], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0277, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0939, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8542, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1665], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
89,"tensor([0.0572], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0238, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1069, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8719, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1742], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
90,"tensor([0.0602], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0277, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1098, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8486, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1822], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
91,"tensor([0.0573], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0204, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0832, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8914, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1379], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
92,"tensor([0.0541], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0191, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0972, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8920, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1365], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
93,"tensor([0.0556], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0228, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1117, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8738, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1754], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
94,"tensor([0.0551], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0203, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1024, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8886, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1515], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
95,"tensor([0.0595], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0256, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1098, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8658, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1751], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
96,"tensor([0.0546], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0230, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0989, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8770, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1561], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
97,"tensor([0.0554], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0203, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0989, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8858, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1487], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
98,"tensor([0.0589], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0226, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0967, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8789, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1456], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
99,"tensor([0.0551], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0214, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0701, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8958, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1236], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
100,"tensor([0.0538], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0190, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0987, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8923, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1366], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
101,"tensor([0.0553], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0220, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1018, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8810, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1530], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
102,"tensor([0.0550], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0223, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1133, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8792, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1653], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
103,"tensor([0.0547], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0194, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0968, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8940, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1402], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
104,"tensor([0.0571], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0193, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0866, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8964, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1354], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
105,"tensor([0.0573], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0239, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1009, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8679, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1619], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
106,"tensor([0.0594], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0266, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0958, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8739, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1647], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
107,"tensor([0.0541], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0240, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0834, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8772, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1514], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
108,"tensor([0.0602], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0272, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0981, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8572, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1694], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
109,"tensor([0.0559], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0193, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0848, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8911, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1366], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
110,"tensor([0.0526], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0177, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0935, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9011, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1309], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
111,"tensor([0.0563], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0233, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1054, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8764, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1639], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
112,"tensor([0.0575], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0212, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0917, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8863, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1416], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
113,"tensor([0.0563], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0231, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1162, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8733, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1752], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
114,"tensor([0.0538], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0224, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0712, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8940, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1329], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
115,"tensor([0.0575], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0252, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0931, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8744, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1550], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
116,"tensor([0.0524], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0172, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0906, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9045, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1226], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
117,"tensor([0.0557], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0215, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1086, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8860, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1554], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
118,"tensor([0.0600], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0276, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1087, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8488, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1792], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
119,"tensor([0.0527], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0198, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1093, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8872, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1665], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
120,"tensor([0.0523], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0183, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0960, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8988, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1276], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
121,"tensor([0.0535], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0221, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0924, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8865, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1510], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
122,"tensor([0.0547], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0198, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1007, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8961, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1329], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
123,"tensor([0.0574], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0244, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0848, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8732, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1456], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
124,"tensor([0.0557], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0211, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0767, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8917, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1316], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
125,"tensor([0.0566], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0229, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1013, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8750, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1562], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
126,"tensor([0.0556], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0217, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1092, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8879, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1585], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
127,"tensor([0.0580], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0246, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1082, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8731, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1618], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
128,"tensor([0.0547], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0230, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1076, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8820, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1549], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
129,"tensor([0.0547], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0214, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1022, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8829, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1383], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
130,"tensor([0.0561], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0248, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0965, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8689, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1527], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
131,"tensor([0.0560], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0227, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0809, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8826, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1460], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
132,"tensor([0.0514], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0167, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0911, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9092, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1156], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
133,"tensor([0.0585], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0245, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1128, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8713, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1639], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
134,"tensor([0.0540], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0173, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0841, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9065, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1215], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
135,"tensor([0.0540], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0218, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1083, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8833, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1641], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
136,"tensor([0.0595], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0276, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1106, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8498, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1800], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
137,"tensor([0.0541], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0195, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0962, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8929, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1418], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
138,"tensor([0.0599], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0280, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1139, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8536, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1706], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
139,"tensor([0.0546], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0223, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0947, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8873, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1414], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
140,"tensor([0.0512], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0170, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0942, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9068, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1187], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
141,"tensor([0.0550], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0200, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1004, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8943, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1385], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
142,"tensor([0.0535], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0201, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0958, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8905, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1307], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
143,"tensor([0.0529], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0198, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1116, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8922, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1668], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
144,"tensor([0.0532], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0190, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.1004, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.8995, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1397], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
145,"tensor([0.0536], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0182, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0929, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9012, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.1201], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
